batalla,winrate_vs_heuristics,epsilon
34200,48.0,0.009994107583211972
34400,40.0,0.009994107583211972
34600,57.99999999999999,0.009994107583211972
34800,46.0,0.009994107583211972
35000,30.0,0.009994107583211972
35200,24.0,0.009994107583211972
35400,24.0,0.009994107583211972
35600,26.0,0.009994107583211972
35800,32.0,0.009994107583211972
36000,20.0,0.009994107583211972
36200,16.0,0.009994107583211972
36400,14.000000000000002,0.009994107583211972
36600,36.0,0.009994107583211972
36800,44.0,0.009994107583211972
37000,52.0,0.009994107583211972
37200,48.0,0.009994107583211972
37400,36.0,0.009994107583211972
37600,42.0,0.009994107583211972
37800,56.00000000000001,0.009994107583211972
38000,48.0,0.009994107583211972
38200,56.00000000000001,0.009994107583211972
38400,48.0,0.009994107583211972
38600,54.0,0.009994107583211972
38800,34.0,0.009994107583211972
39000,44.0,0.009994107583211972
39200,64.0,0.009994107583211972
39400,30.0,0.009994107583211972
39600,20.0,0.009994107583211972
39800,34.0,0.009994107583211972
40000,38.0,0.009994107583211972
40200,16.0,0.009994107583211972
40400,34.0,0.009994107583211972
40600,34.0,0.009994107583211972
40800,26.0,0.009994107583211972
41000,30.0,0.009994107583211972
41200,24.0,0.009994107583211972
41400,20.0,0.009994107583211972
41600,28.000000000000004,0.009994107583211972
41800,24.0,0.009994107583211972
42000,48.0,0.009994107583211972
42200,56.00000000000001,0.009994107583211972
42400,48.0,0.009994107583211972
42600,40.0,0.009994107583211972
42800,52.0,0.009994107583211972
43000,44.0,0.009994107583211972
43200,57.99999999999999,0.009994107583211972
43400,64.0,0.009994107583211972
43600,46.0,0.009994107583211972
43800,34.0,0.009994107583211972
44000,38.0,0.009994107583211972
44200,48.0,0.009994107583211972
44400,34.0,0.009994107583211972
44600,54.0,0.009994107583211972
44800,44.0,0.009994107583211972
45000,52.0,0.009994107583211972
45200,42.0,0.009994107583211972
45400,50.0,0.009994107583211972
45600,46.0,0.009994107583211972
45800,26.0,0.009994107583211972
46000,44.0,0.009994107583211972
46200,46.0,0.009994107583211972
46400,46.0,0.009994107583211972
46600,28.000000000000004,0.009994107583211972
46800,42.0,0.009994107583211972
47000,52.0,0.009994107583211972
47200,52.0,0.009994107583211972
47400,42.0,0.009994107583211972
